time_s,x_m,y_m,alt_m,lat,lon,RSRP_dBm,RSSI_dBm,RSRQ_dB,SINR_dB,Antenna_Gain_dB,source_plan,antenna_mode,tx_power_dBm,frequency_MHz,rx_gain_dBi,system_losses_dB,noise_floor_dBm,interference_floor_dBm,env_variation_strength_dB,env_variation_smoothness,antenna_omni_gain_dBi,antenna_dir_peak_gain_dBi,antenna_dir_az_bw_deg,antenna_dir_el_bw_deg,antenna_azimuth_deg,antenna_elevation_deg,bs_alt_m,ref_lat,ref_lon
0.0,0.0,0.0,55.0,52.6304782,1.1710553,-184.93592537314356,-157.15441286930712,-10.791812460476251,-88.14830939228612,-115.5,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.25,0.7071067811768865,0.7071067811962084,55.0,52.63048455201923,1.1710657654190126,-99.20519801686552,-71.42368551302908,-10.791812460476251,-2.417582036008082,-29.821672682678248,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.5,1.414213562353773,1.4142135623924168,55.0,52.63049090403847,1.1710762308380254,-93.16264892221588,-65.38113641837944,-10.791812460476251,3.6249670586415657,-23.805886683911254,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.75,2.12132034353066,2.121320343588625,55.0,52.6304972560577,1.1710866962570383,-89.82832143579446,-62.046808931958026,-10.791812460476251,6.95929454506297,-20.29207284191356,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.0,2.828427124707546,2.8284271247848336,55.0,52.630503608076936,1.171097161676051,-87.1496452128028,-59.36813270896636,-10.791812460476251,9.637970768054645,-17.804489213044448,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.25,3.5355339058844324,3.5355339059810422,55.0,52.63050996009617,1.1711076270950638,-85.28428952557616,-57.50277702173972,-10.791812460476251,11.503326455281293,-15.880635269504506,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.5,4.24264068706132,4.24264068717725,55.0,52.630516312115404,1.1711180925140765,-83.83164795410981,-56.05013545027337,-10.791812460476251,12.955968026747637,-14.314480620200463,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.75,4.949747468238206,4.949747468373459,55.0,52.63052266413464,1.1711285579330895,-82.52124948075127,-54.73973697691483,-10.791812460476251,14.26636650010618,-12.996101313404171,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.0,5.656854249415092,5.656854249569667,55.0,52.63052901615388,1.1711390233521022,-81.56461305690816,-53.78310055307172,-10.791812460476251,15.223002923949291,-11.8598611178205,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.25,6.3639610305919785,6.363961030765876,55.0,52.63053536817311,1.171149488771115,-80.67851165948166,-52.89699915564522,-10.791812460476251,16.109104321375778,-10.86340180616165,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.5,7.071067811768865,7.0710678119620844,55.0,52.63054172019235,1.1711599541901276,-79.87433583739731,-52.09282333356087,-10.791812460476251,16.913280143460128,-9.977780092824439,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.75,7.778174592945752,7.778174593158292,55.0,52.63054807221158,1.1711704196091406,-79.02553796501088,-51.244025461174445,-10.791812460476251,17.76207801584656,-9.182330818288682,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.0,8.48528137412264,8.4852813743545,55.0,52.630554424230816,1.1711808850281533,-78.58817966454343,-50.80666716070699,-10.791812460476251,18.199436316314006,-8.461774928609797,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.25,9.192388155299525,9.19238815555071,55.0,52.63056077625005,1.171191350447166,-78.19545690789984,-50.4139444040634,-10.791812460476251,18.5921590729576,-7.804489213708914,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.5,9.899494936476412,9.899494936746917,55.0,52.630567128269284,1.1712018158661788,-77.65496283410741,-49.87345033027097,-10.791812460476251,19.132653146750034,-7.201419265360544,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.75,10.606601717653298,10.606601717943127,55.0,52.63057348028852,1.1712122812851917,-77.1224082734723,-49.340895769635864,-10.791812460476251,19.66520770738514,-6.645368535645826,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
4.0,10.245090027275536,11.538925405221288,55.0,52.63058185545639,1.1712069307901625,-76.90497947687545,-49.123466973039015,-10.791812460476251,19.882636503981992,-6.418835020081419,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
4.25,9.883505009215968,12.471264546690133,55.0,52.63059023076308,1.1712015792098587,-76.75288047981017,-48.971367975973735,-10.791812460476251,20.034735501047265,-6.173917296828737,SPIRAL_6orbit_spc15m_alt55m_20260310T141538Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
