time_s,x_m,y_m,alt_m,lat,lon,RSRP_dBm,RSSI_dBm,RSRQ_dB,SINR_dB,Antenna_Gain_dB,source_plan,antenna_mode,tx_power_dBm,frequency_MHz,rx_gain_dBi,system_losses_dB,noise_floor_dBm,interference_floor_dBm,env_variation_strength_dB,env_variation_smoothness,antenna_omni_gain_dBi,antenna_dir_peak_gain_dBi,antenna_dir_az_bw_deg,antenna_dir_el_bw_deg,antenna_azimuth_deg,antenna_elevation_deg,bs_alt_m,ref_lat,ref_lon
0.0,0.0,0.0,35.0,52.6304782,1.1710553,-183.05869316141468,-155.27718065757824,-10.791812460476251,-86.27107718055724,-115.5,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.25,0.7071067811768865,0.7071067811962084,35.0,52.63048455201923,1.1710657654190126,-93.25099525771114,-65.4694827538747,-10.791812460476251,3.536620723146306,-25.607238649466233,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.5,1.414213562353773,1.4142135623924168,35.0,52.63049090403847,1.1710762308380254,-87.35656940581573,-59.575056901979295,-10.791812460476251,9.431046575041702,-19.599331232196807,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.75,2.12132034353066,2.121320343588625,35.0,52.6304972560577,1.1710866962570383,-83.85880443807544,-56.077291934239,-10.791812460476251,12.928811542782004,-16.098578120304477,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.0,2.828427124707546,2.8284271247848336,35.0,52.630503608076936,1.171097161676051,-81.47803211385641,-53.696519610019976,-10.791812460476251,15.309583867001031,-13.629133566146258,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.25,3.5355339058844324,3.5355339059810422,35.0,52.63050996009617,1.1711076270950638,-79.65092309245081,-51.86941058861437,-10.791812460476251,17.13669288840663,-11.728354795032974,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.5,4.24264068706132,4.24264068717725,35.0,52.630516312115404,1.1711180925140765,-78.07345148988193,-50.291938986045494,-10.791812460476251,18.714164490975513,-10.190033644846954,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.75,4.949747468238206,4.949747468373459,35.0,52.63052266413464,1.1711285579330895,-76.78606593369297,-49.00455342985653,-10.791812460476251,20.00155004716447,-8.904036419279272,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.0,5.656854249415092,5.656854249569667,35.0,52.63052901615388,1.1711390233521022,-75.82335755598824,-48.0418450521518,-10.791812460476251,20.9642584248692,-7.804489213708914,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.25,6.3639610305919785,6.363961030765876,35.0,52.63053536817311,1.171149488771115,-75.03674591782736,-47.25523341399092,-10.791812460476251,21.750870063030085,-6.848772591365551,SPIRAL_6orbit_spc15m_alt35m_20260310T141450Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
