time_s,x_m,y_m,alt_m,lat,lon,RSRP_dBm,RSSI_dBm,RSRQ_dB,SINR_dB,Antenna_Gain_dB,source_plan,antenna_mode,tx_power_dBm,frequency_MHz,rx_gain_dBi,system_losses_dB,noise_floor_dBm,interference_floor_dBm,env_variation_strength_dB,env_variation_smoothness,antenna_omni_gain_dBi,antenna_dir_peak_gain_dBi,antenna_dir_az_bw_deg,antenna_dir_el_bw_deg,antenna_azimuth_deg,antenna_elevation_deg,bs_alt_m,ref_lat,ref_lon
0.0,0.0,0.0,75.0,52.6304782,1.1710553,-192.20421493474862,-164.42270243091218,-10.791812460476251,-95.41659895389118,-115.5,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.25,0.7071067811768865,0.7071067811962084,75.0,52.63048455201923,1.1710657654190126,-109.48959306833908,-81.70808056450264,-10.791812460476251,-12.701977087481637,-32.64748758473243,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.5,1.414213562353773,1.4142135623924168,75.0,52.63049090403847,1.1710762308380254,-103.317473390061,-75.53596088622456,-10.791812460476251,-6.529857409203554,-26.629399755208013,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
0.75,2.12132034353066,2.121320343588625,75.0,52.6304972560577,1.1710866962570383,-99.73542758348101,-71.95391507964457,-10.791812460476251,-2.9478116026235672,-23.111758129051434,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.0,2.828427124707546,2.8284271247848336,75.0,52.630503608076936,1.171097161676051,-97.3941058652231,-69.61259336138666,-10.791812460476251,-0.6064898843656514,-20.618833608377273,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.25,3.5355339058844324,3.5355339059810422,75.0,52.63050996009617,1.1711076270950638,-95.82425741984302,-68.04274491600658,-10.791812460476251,0.9633585610144193,-18.68814348670169,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.5,4.24264068706132,4.24264068717725,75.0,52.630516312115404,1.1711180925140765,-94.43137341652039,-66.64986091268395,-10.791812460476251,2.3562425643370584,-17.11368002172001,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
1.75,4.949747468238206,4.949747468373459,75.0,52.63052266413464,1.1711285579330895,-93.06219059986213,-65.2806780960257,-10.791812460476251,3.7254253809953037,-15.78554654664772,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.0,5.656854249415092,5.656854249569667,75.0,52.63052901615388,1.1711390233521022,-92.06418522376752,-64.28267271993109,-10.791812460476251,4.723430757089915,-14.63813852348104,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.25,6.3639610305919785,6.363961030765876,75.0,52.63053536817311,1.171149488771115,-91.04286275290323,-63.261350249066794,-10.791812460476251,5.744753227954202,-13.629133566146258,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.5,7.071067811768865,7.0710678119620844,75.0,52.63054172019235,1.1711599541901276,-90.35868410851272,-62.57717160467628,-10.791812460476251,6.428931872344722,-12.729628089195415,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
2.75,7.778174592945752,7.778174593158292,75.0,52.63054807221158,1.1711704196091406,-89.59951072190692,-61.817998218070485,-10.791812460476251,7.1881052589505146,-11.919000179018681,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.0,8.48528137412264,8.4852813743545,75.0,52.630554424230816,1.1711808850281533,-88.6809785991799,-60.899466095343456,-10.791812460476251,8.106637381677544,-11.182017240509264,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.25,9.192388155299525,9.19238815555071,75.0,52.63056077625005,1.171191350447166,-87.90276362002508,-60.121251116188645,-10.791812460476251,8.884852360832358,-10.507105387560015,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.5,9.899494936476412,9.899494936746917,75.0,52.630567128269284,1.1712018158661788,-87.17635521226556,-59.394842708429124,-10.791812460476251,9.611260768591876,-9.885262042979925,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
3.75,10.606601717653298,10.606601717943127,75.0,52.63057348028852,1.1712122812851917,-86.75993374516409,-58.97842124132765,-10.791812460476251,10.027682235693351,-9.309344633202617,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
4.0,10.245090027275536,11.538925405221288,75.0,52.63058185545639,1.1712069307901625,-86.33263484927951,-58.551122345443076,-10.791812460476251,10.454981131577927,-9.07393009699701,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
4.25,9.883505009215968,12.471264546690133,75.0,52.63059023076308,1.1712015792098587,-86.28943236519439,-58.50791986135795,-10.791812460476251,10.49818361566306,-8.818852612058558,SPIRAL_6orbit_spc15m_alt75m_20260310T142430Z.csv,omni,2.0,2600.0,0.0,1.25,-97.0,-110.0,5.0,0.05,4.5,14.0,65.0,30.0,0.0,0.0,3.0,52.6304782,1.1710553
